business_age_yrs,sector,monthly_revenue_ksh,monthly_expenses_ksh,num_employees,collateral_value_ksh,requested_loan_ksh,credit_history_score,loan_approved
12,Retail,1778406,664931.8948413206,19,80808,1743687,717,1
6,Retail,1791571,690410.6181669662,6,322505,1172412,650,1
9,Manufacturing,1879649,1037632.979164096,26,412548,1074213,367,1
7,Tech Startup,428417,206364.906826103,17,602634,1172100,605,0
8,Manufacturing,170651,116408.4902001264,33,8947,1239181,772,0
5,Hospitality,460139,212293.46242754575,29,460133,301362,728,0
13,Tech Startup,590864,395029.2390794075,15,506693,821935,599,1
2,Manufacturing,1047747,478698.3040526412,12,447842,321344,593,0
8,Manufacturing,1202864,594460.1003412758,11,100927,999238,338,0
2,Hospitality,1738386,617936.8947231178,29,828460,742439,714,1
1,Services,139786,106992.73935074657,41,15740,535197,600,0
9,Retail,1950410,1517809.822107365,35,745632,350826,325,1
3,Agriculture,1109708,520178.72022389394,26,609349,102034,305,0
12,Tech Startup,436962,338065.46173745964,13,985085,1779272,504,1
1,Tech Startup,1951004,1239566.288296154,31,583667,739680,697,1
11,Agriculture,795960,523657.1873918982,14,61240,1402518,727,1
9,Services,739234,587335.917420052,26,883310,502697,684,1
11,Services,1688068,516144.5258643895,38,193717,1642514,352,1
10,Hospitality,1393173,560538.1617343054,36,959148,1690626,592,1
7,Services,1239642,565275.8931817147,1,503028,1957860,667,1
12,Transport (Boda Boda),1295285,779296.7695747777,1,224478,677571,543,1
10,Services,1234817,376348.5827884445,6,278107,735058,778,1
1,Services,396875,288628.35425689287,24,464787,777967,398,0
13,Manufacturing,1711503,831751.9130164731,48,234494,1482563,429,1
4,Transport (Boda Boda),585082,453427.1119034267,4,101243,1071535,844,0
14,Agriculture,1821220,1303089.0921219785,38,958623,1699957,485,1
6,Manufacturing,1589644,951718.9814911552,24,337035,506046,427,1
3,Agriculture,1561404,807448.663297405,28,128840,112740,359,0
2,Retail,518506,155874.16525635353,49,73396,260033,794,0
7,Agriculture,241519,117088.9301776894,29,604288,539339,614,0
6,Services,937191,353256.7951027055,30,648289,1513595,475,1
9,Services,868755,322810.3807698604,35,214038,621572,344,0
5,Tech Startup,122491,64305.29923448368,38,802373,1822907,432,0
7,Hospitality,1834909,1239982.241717474,21,353435,290002,834,1
8,Services,952114,737465.6369614663,10,392889,1017643,831,1
12,Tech Startup,419987,255573.4808292844,8,430418,839999,303,0
9,Manufacturing,958264,352828.03247416206,9,565073,476954,692,1
4,Retail,352705,132808.39051472943,38,307402,870959,646,0
14,Agriculture,1541715,906459.4031372056,19,462342,193404,677,1
5,Retail,508859,289374.2693871255,2,535324,1454817,336,0
13,Services,1037900,713016.9570682549,46,804491,1912196,600,1
2,Hospitality,218924,94394.3532026094,10,286646,470420,541,0
8,Manufacturing,501037,317215.2687991739,28,846791,1598239,370,0
3,Hospitality,1757315,1181090.994015217,4,710024,1610182,828,1
1,Services,1584862,1253272.7646393043,46,427612,325320,824,1
4,Tech Startup,1596236,878056.7057762118,47,632381,1359105,342,1
4,Agriculture,621467,318916.63733964774,42,60117,1258428,583,0
13,Hospitality,574920,385941.8368572555,33,611445,1308403,639,1
1,Retail,1833784,1296069.1840710195,19,423086,418084,441,1
1,Services,1378121,565764.0555023677,31,942894,1930866,672,1
4,Services,944575,524787.2600028634,12,654258,1864223,742,1
8,Hospitality,1874711,1247743.0662089016,30,826080,262151,663,1
1,Transport (Boda Boda),1753601,764468.5421886208,7,731013,704405,784,1
10,Transport (Boda Boda),563270,237969.5672082952,10,79874,342317,366,0
1,Manufacturing,162432,93939.92281354612,34,107576,225966,406,0
8,Transport (Boda Boda),1370603,945855.5267011839,16,182642,535750,351,0
5,Services,972019,359084.05727392505,27,49190,520028,403,0
2,Hospitality,911622,512663.9689256419,24,451164,1358333,775,1
14,Retail,1324684,417925.18655596557,28,898740,498920,376,1
13,Services,1513352,950561.6886142163,43,815265,308512,847,1
6,Transport (Boda Boda),920282,361812.05163562857,40,241170,782555,391,0
11,Services,1961295,1046003.5378923345,35,669419,513566,443,1
13,Agriculture,913126,524037.68555627886,31,681291,1130583,516,1
13,Transport (Boda Boda),1419339,980659.3104432718,12,66038,455972,665,1
4,Transport (Boda Boda),697776,322772.84222069354,5,355223,146816,695,0
11,Retail,347282,234374.98859671695,47,839524,387265,584,1
14,Agriculture,1910612,1273393.921392503,36,616794,412486,641,1
2,Retail,840462,543523.0903445325,48,557405,144138,754,1
9,Hospitality,366872,139773.69836263158,17,25960,1877103,307,0
7,Services,268093,177808.0648565846,38,720014,1559533,729,1
10,Services,1977234,1137716.5832181,3,32803,800681,714,1
14,Tech Startup,1878553,1362515.0059067672,9,379949,1297719,469,1
2,Hospitality,1401219,1060180.6710800894,40,82946,692641,562,0
1,Retail,1158270,542024.771433261,13,901596,1384530,392,1
3,Services,1945902,1005735.4761490801,19,264091,856147,536,1
13,Agriculture,625134,235975.02999773895,39,810463,669074,649,1
10,Manufacturing,324851,103299.95360599359,25,776202,197712,668,1
10,Hospitality,633968,242060.7453326254,19,532589,1095940,804,1
2,Manufacturing,1581887,834823.5833961675,17,264186,1801538,696,1
7,Transport (Boda Boda),1111157,577650.8769201501,7,888620,742908,512,1
1,Hospitality,960050,584694.8392711871,47,823597,1622124,526,1
11,Agriculture,1911828,1265971.3350009276,39,871744,279014,522,1
8,Transport (Boda Boda),1954898,1277014.135956118,47,597228,1079141,626,1
1,Hospitality,1882782,1376228.868144208,44,78342,430031,429,0
1,Manufacturing,1688416,883336.7574691279,30,33749,1158315,780,1
10,Agriculture,97474,48033.37808793667,7,216987,1220328,660,0
6,Hospitality,103394,73659.76102001783,34,433082,365063,796,0
3,Transport (Boda Boda),1782427,1011972.6756305776,21,730701,1494809,776,1
8,Agriculture,115933,79987.02187247967,13,638829,846434,758,1
2,Transport (Boda Boda),1036560,412368.314083337,41,488882,745684,617,0
14,Agriculture,1536024,1111721.9490428711,36,576922,537377,351,1
1,Services,287709,134263.9698014329,16,339509,1756358,688,0
9,Hospitality,1634497,901755.3528469731,31,655347,1080547,767,1
12,Retail,547956,318320.34605281765,3,528797,298553,497,1
3,Retail,95440,34422.54316919408,44,77952,589121,737,0
4,Tech Startup,1305411,895393.2920395602,38,997291,232097,328,1
3,Services,759368,478274.99960807,24,960236,781951,577,1
3,Services,1658928,1285333.2631714584,25,87941,701956,636,1
1,Transport (Boda Boda),1636186,767859.9253340062,48,350116,1997439,367,0
11,Manufacturing,756589,257813.22297525694,27,39767,57322,371,0
5,Retail,1512414,521243.0884116016,39,939284,470722,612,1
9,Services,190954,128260.10211283554,42,726893,1972991,427,0
8,Retail,1420736,593368.8004375161,34,124559,493683,365,0
12,Transport (Boda Boda),1622266,560837.6946810592,20,59092,1890733,445,1
9,Manufacturing,1131569,843074.5918798088,2,554315,1709881,697,1
10,Transport (Boda Boda),1904974,751232.3656289027,42,802947,1721562,451,1
6,Manufacturing,1436130,1016451.4803252795,2,43915,1021284,747,1
4,Transport (Boda Boda),1123997,613950.9119435825,41,306042,55589,648,1
12,Retail,1611752,569065.028237092,48,831872,1091095,747,1
4,Tech Startup,768658,297715.9942108059,29,552845,297368,837,1
1,Services,998670,332800.1877834311,41,492611,1803787,430,0
13,Retail,852792,397446.7012916702,1,559743,602960,731,1
7,Manufacturing,1057577,449285.19807452377,11,193463,1365884,440,0
11,Hospitality,1974536,601418.978127356,13,906379,1290220,575,1
8,Services,1285431,422513.7621513336,33,590633,1282526,751,1
1,Retail,1311167,906498.146868785,37,425618,140034,333,0
7,Retail,933851,531464.0459691462,12,473789,200111,660,1
8,Agriculture,329169,137512.72825222756,24,664874,219488,787,1
3,Tech Startup,102151,31823.274022576865,34,414062,1127728,478,0
4,Retail,1750124,1320905.251513789,35,340897,91999,765,1
2,Tech Startup,722757,247219.63576103307,32,530694,1423398,488,0
2,Manufacturing,1384550,994603.5141839446,24,537421,324353,560,1
14,Manufacturing,271061,208783.0732353109,22,840777,879017,465,1
9,Manufacturing,32521,18572.67228367,1,824653,1198707,839,1
2,Transport (Boda Boda),813634,553805.585816732,23,937389,1209019,765,1
13,Manufacturing,288860,102763.37548809682,26,498338,1514376,490,0
4,Agriculture,50158,27922.70965401325,45,498342,1101897,809,0
6,Retail,774880,619854.1900449303,46,926437,1842164,389,1
3,Manufacturing,1321561,933651.7790108927,8,625389,312962,542,1
7,Services,1780089,594549.9784589661,27,118792,1144061,312,0
7,Services,371114,248550.5556971367,39,950961,1448518,366,0
9,Agriculture,949436,480146.9877587103,45,217295,752991,599,1
2,Hospitality,528906,362633.08557894186,15,34533,1965781,829,0
3,Retail,579347,437053.8565532818,3,860397,1683525,644,1
4,Manufacturing,1943381,583292.6644460842,38,616219,1835887,542,1
9,Manufacturing,872259,540707.5225106541,43,883445,899277,437,1
6,Agriculture,1118951,440983.8349964831,29,336318,766123,577,1
2,Transport (Boda Boda),1316915,483615.6686613407,7,78807,744873,309,0
5,Agriculture,1732186,1261323.5626789324,40,21310,304740,403,0
14,Transport (Boda Boda),1315077,544273.5085825749,37,186668,1338845,640,1
12,Manufacturing,516723,410421.86726229073,40,550998,1926395,666,1
7,Hospitality,714618,311158.67114908487,32,285950,973477,435,0
8,Services,658450,362140.9734670984,38,529809,849323,711,1
11,Tech Startup,701867,333421.96685293654,2,350906,1711348,423,0
4,Transport (Boda Boda),1116872,703646.1748597875,47,564513,530854,312,0
7,Hospitality,262463,141757.21218009567,8,922865,927806,602,1
5,Services,829697,585096.0161932297,37,387606,1960053,776,1
12,Tech Startup,1158436,571509.4741416895,11,753997,1456199,540,1
10,Retail,1874337,623207.924796293,49,12410,1259378,715,1
4,Manufacturing,699532,324157.12890326965,39,282031,726186,336,0
12,Retail,350239,215405.72381977108,4,127510,1724125,317,0
11,Hospitality,415799,224436.64274638586,48,334481,1226191,416,0
4,Agriculture,109376,38694.28997377986,42,797855,1712715,424,0
4,Retail,777011,433615.9808774603,25,547651,1902093,730,1
11,Transport (Boda Boda),99951,76309.62309286381,6,318558,691447,815,1
5,Services,1647561,793507.7587354423,33,215932,163655,341,0
13,Hospitality,1091844,852876.8432384365,20,608671,1527931,354,1
5,Agriculture,270736,108551.06532659703,45,290580,565405,705,0
14,Services,482358,323441.63813473313,29,86842,1927981,793,1
2,Hospitality,1295132,1032901.2836612824,39,386044,92448,710,1
12,Manufacturing,747531,259363.30237435436,15,327670,1457924,371,0
6,Transport (Boda Boda),1838843,724761.9008036992,43,376720,1180785,679,1
6,Hospitality,1669443,599494.3189682844,39,436303,140177,435,1
11,Agriculture,367983,189358.9051454315,10,526854,813759,536,0
12,Transport (Boda Boda),1166958,732345.7766092571,32,204447,1854402,761,1
2,Retail,1099421,837674.489708279,5,797171,1812108,401,0
2,Transport (Boda Boda),254669,177311.72852080435,1,459980,683194,797,0
9,Agriculture,957193,434447.90835006465,13,378803,1719739,719,1
8,Hospitality,708427,550488.0030389416,16,757835,594531,615,1
4,Services,617066,292407.47825331555,46,544289,52700,695,1
7,Tech Startup,1257795,1003205.5478601194,39,731980,1390263,390,1
3,Hospitality,1821374,874175.6707654308,18,952409,497220,597,1
13,Manufacturing,1968005,634837.4198056593,36,752767,133725,569,1
2,Transport (Boda Boda),308156,243400.19730207624,37,885192,263440,367,0
10,Hospitality,218470,172949.65662229914,42,242130,356535,686,0
8,Services,983292,497782.8233419426,43,718728,1091426,695,1
11,Manufacturing,543492,176899.05581325805,25,256556,1736629,347,0
2,Agriculture,399472,262957.87206975854,33,467046,1808029,711,0
2,Hospitality,966358,381341.9283091573,42,79870,134366,736,0
14,Manufacturing,771407,507419.8128956881,15,775614,551078,726,1
2,Services,177499,69599.94319707344,15,469788,769050,765,0
8,Tech Startup,1038142,348264.2778617962,11,192848,1278512,617,1
11,Manufacturing,1560326,569235.4024248426,4,11683,970466,579,1
9,Hospitality,246608,171652.21102498198,46,754467,619609,546,1
14,Agriculture,664742,351082.11897106963,27,606383,1599732,760,1
14,Services,1414183,754106.6928810705,43,223289,1366176,641,1
14,Agriculture,703297,424933.1823884525,8,259605,1105962,401,0
1,Tech Startup,1234919,694080.0293211916,23,144210,1228125,565,0
13,Manufacturing,1157534,742947.2943896091,39,910366,835578,654,1
13,Agriculture,1639421,870403.2763631239,35,16494,464787,672,1
4,Hospitality,151197,48645.24578627385,28,43162,297364,407,0
7,Transport (Boda Boda),316994,161979.08091834374,15,801490,1178413,715,1
8,Retail,741180,388946.377393695,26,608482,733803,724,1
8,Services,129877,79617.48884533794,18,473130,1436584,456,0
10,Manufacturing,95909,74903.58002908068,44,902275,101940,333,0
3,Agriculture,1268160,694107.2643947138,34,934091,1378926,635,1
2,Tech Startup,1865744,733578.1057086135,2,468259,832277,424,1
12,Manufacturing,894134,483677.7127570614,47,579443,1227067,379,1
11,Manufacturing,645451,414194.48810594546,24,897593,251818,468,1
14,Retail,80403,58598.15807694039,12,623412,700228,776,1
7,Hospitality,1786220,1251145.9835826599,39,440925,1482512,552,1
6,Services,629337,301158.5662822947,9,735756,1565414,716,1
9,Transport (Boda Boda),518909,333201.64641855925,25,975740,127678,779,1
7,Retail,91587,29488.147627085298,17,59317,1629235,645,0
3,Services,845787,352732.3542324967,3,505450,772779,446,0
5,Hospitality,1745943,869956.2450673372,6,965604,1042542,668,1
2,Services,656190,290803.5394050138,36,682501,420458,359,0
1,Services,104984,53622.11941955015,44,574670,1384646,582,0
14,Transport (Boda Boda),819765,342222.4838782715,41,939951,1697261,557,1
11,Hospitality,1023462,678189.8121810611,13,724918,91104,821,1
9,Manufacturing,225600,145864.29833353258,8,311968,389846,717,0
7,Tech Startup,1610662,1075485.1239490188,36,397110,53846,383,1
2,Agriculture,144908,108382.76753089206,14,129447,1024132,825,0
5,Retail,1600912,656355.5740719938,27,941357,871145,646,1
8,Agriculture,1146057,816875.4441434221,42,801407,294985,843,1
8,Manufacturing,1449765,1133577.7554212941,3,736134,447084,589,1
7,Manufacturing,882028,270678.8224666181,31,558408,1794940,632,1
1,Agriculture,888551,389004.347555808,40,26863,1866435,658,0
6,Manufacturing,501156,245543.928295383,1,986831,1655072,521,1
3,Retail,1836647,1286857.9836550048,30,32894,596278,826,1
8,Manufacturing,1863681,1056911.2913589815,27,809985,1870745,363,1
5,Transport (Boda Boda),1173370,889346.1313421542,47,525708,752800,640,1
7,Retail,1305472,541685.1329263356,15,700877,606744,592,1
14,Tech Startup,766204,263633.4205223443,7,909172,1883224,431,1
2,Tech Startup,1771159,867783.9469839344,33,156319,1459528,599,1
13,Tech Startup,1291021,587177.8616036667,28,503362,1693323,486,1
4,Manufacturing,363600,240366.41890744038,43,537607,560699,477,0
2,Tech Startup,1914440,1130513.5046631976,49,933740,1031759,465,1
8,Tech Startup,1786229,547235.6198228525,46,709009,1106831,724,1
10,Retail,1462164,672721.3985720436,17,936402,755443,603,1
7,Retail,269416,200926.85354216708,7,860521,841815,515,0
1,Retail,1462507,459396.15627769136,12,79486,647816,493,0
12,Tech Startup,1167930,681667.9685744068,13,660404,115123,348,1
3,Transport (Boda Boda),158333,61565.2719175618,8,200130,1898698,309,0
2,Services,1499381,646634.8168241871,29,834861,542461,495,1
2,Transport (Boda Boda),1716161,758736.9600279877,5,458760,886115,448,1
1,Manufacturing,1430059,808000.9510566258,3,806532,1481483,352,1
4,Tech Startup,605933,441037.1455706287,19,266984,493280,353,0
7,Retail,1640969,874690.4520138656,35,418135,763896,460,1
11,Transport (Boda Boda),1288123,885462.0110202433,7,707744,1363542,688,1
10,Services,107420,79750.20292627403,16,654459,281224,371,0
6,Manufacturing,1530369,627945.5568561954,46,195619,384647,474,1
7,Hospitality,1845907,1035355.1766861876,43,668891,311697,433,1
7,Hospitality,1064601,553610.1673606085,10,134564,239310,791,1
7,Hospitality,1265472,998499.9967301235,13,165211,771970,339,0
10,Tech Startup,1918713,1262795.5218656966,32,881827,1813049,676,1
1,Agriculture,1257488,936548.8409124495,26,975532,385752,336,1
7,Manufacturing,689312,543002.2531927883,43,288155,330931,528,0
9,Hospitality,1757991,1167833.8432148856,49,722271,1965514,758,1
9,Manufacturing,692898,440766.68921104213,32,283635,1725874,651,1
2,Hospitality,1051652,826518.0491642499,45,202587,1106519,618,0
2,Retail,345144,200301.7459518286,1,371719,1037771,448,0
2,Retail,527607,248817.8252076534,47,32205,533321,713,0
3,Transport (Boda Boda),976294,373702.4880474775,32,415290,700489,849,1
10,Hospitality,1826231,548781.4953233255,46,614524,812167,490,1
7,Transport (Boda Boda),231945,152999.2007049396,40,402101,1087470,652,0
4,Manufacturing,193021,114823.64286732076,7,157400,1240799,705,0
4,Manufacturing,840916,256341.69633849795,4,28604,1730249,654,0
9,Agriculture,1223413,501459.810308367,35,976555,1974238,616,1
4,Agriculture,134919,82145.85284217395,13,890158,201882,547,0
11,Services,1966910,646147.188752752,30,586257,341196,362,1
3,Retail,1268189,685903.4953889468,39,667826,1930292,693,1
4,Tech Startup,211883,124132.6780929577,3,381522,758986,435,0
10,Tech Startup,1293452,422525.36351163074,10,459281,1532571,822,1
10,Tech Startup,1585058,484028.3545053732,4,375356,529207,568,1
12,Retail,1638466,1032287.6507162169,43,636643,502718,621,1
1,Transport (Boda Boda),35009,26095.97374699087,48,911300,1844991,772,0
3,Retail,1602049,590435.1163345617,34,814454,1029113,355,1
13,Tech Startup,1935204,778185.1567800317,4,70272,216449,639,1
6,Agriculture,1052595,666190.2493268534,27,345625,108527,309,0
2,Services,1878815,611121.8138615424,10,686423,242023,672,1
3,Transport (Boda Boda),423365,177570.29597682896,8,251958,1857437,790,0
8,Agriculture,979759,736549.1251845459,47,492558,768925,800,1
12,Services,827329,312626.8465123504,46,611524,413895,362,1
9,Services,1583596,1136304.8283261948,41,365677,1094132,493,1
7,Tech Startup,181711,97056.92472385398,23,676638,1469179,600,0
8,Transport (Boda Boda),493655,273026.57293035084,21,913182,120400,760,1
11,Services,434556,233839.46704021393,15,465594,1395346,483,0
3,Tech Startup,1151420,673259.46477072,6,981918,1497221,643,1
8,Agriculture,1704112,921225.6156244983,12,471300,555193,468,1
4,Services,122599,64794.513628718494,6,613687,1496453,694,0
3,Retail,300926,181008.233693514,43,471671,1269716,679,0
10,Tech Startup,882735,514391.4153323562,28,318342,1342005,526,1
11,Manufacturing,1766970,905547.7172241495,25,866922,1339948,421,1
14,Agriculture,713089,358514.48732211173,2,228749,1860956,323,0
5,Transport (Boda Boda),353857,191696.55634713403,19,453661,1665920,479,0
2,Hospitality,996755,590088.5188145874,49,56714,1228189,795,0
3,Retail,1821798,1104328.2587312146,22,29974,94183,526,1
3,Hospitality,120361,88432.78353848695,48,898671,1207323,456,0
7,Manufacturing,1619513,794102.5009589382,38,213752,1304149,563,1
1,Transport (Boda Boda),1615979,943951.3914199569,14,607777,1060834,625,1
2,Hospitality,1648899,1042283.8751363383,38,250766,1291957,497,0
6,Transport (Boda Boda),410721,127031.96669172219,1,891293,434379,300,0
7,Transport (Boda Boda),939567,715592.729025671,48,787557,478625,705,1
6,Tech Startup,914971,462154.14194463944,31,494631,1231338,847,1
13,Hospitality,788758,262592.42291701544,5,901400,1004718,633,1
14,Retail,488910,386943.001704823,27,329644,505383,618,1
7,Retail,1995709,727898.0335215743,19,850261,1299049,498,1
12,Manufacturing,1867973,1473687.8786287264,18,779704,623517,411,1
7,Tech Startup,574358,194195.7220111555,32,734404,411237,839,1
11,Transport (Boda Boda),262763,140086.4100331122,31,170956,1845539,591,0
7,Manufacturing,1158812,825349.3886443421,23,577697,716228,805,1
2,Transport (Boda Boda),638335,280215.71011610364,6,463330,1268037,608,0
4,Services,369033,134049.56909541567,32,965247,467933,406,0
1,Retail,662584,363563.61073447356,22,290678,1399356,590,0
5,Hospitality,856918,465561.0538349968,1,109620,371096,482,0
1,Hospitality,1972444,984805.1814370003,32,660763,1031556,586,1
8,Agriculture,1408615,913036.9629987736,23,599881,705460,580,1
3,Transport (Boda Boda),293132,229163.28955000624,33,639425,1044671,729,0
5,Manufacturing,427039,253208.9770404619,17,555339,295131,617,0
3,Manufacturing,839901,384329.75077124534,2,72372,1013576,320,0
11,Tech Startup,1103593,511362.88482629834,31,92469,1696518,803,1
10,Manufacturing,1068372,350506.38643354113,7,778711,707574,453,1
7,Transport (Boda Boda),856301,680118.3836412964,31,552129,1883985,514,1
10,Retail,1960142,1260056.0957278467,42,928226,938368,331,1
14,Services,1920558,770222.9452377002,17,485909,1436227,380,1
4,Manufacturing,645671,482104.1188400176,39,802078,264816,485,0
12,Services,810296,455709.6656626023,18,731218,122246,782,1
5,Tech Startup,1448898,885716.9414882896,37,55277,1113892,844,1
14,Tech Startup,694448,415670.3147410974,41,366708,1699667,365,0
12,Hospitality,1290664,398885.7993839109,25,109796,1198003,418,1
5,Agriculture,362679,289372.18562086154,45,116958,1314292,803,0
3,Manufacturing,1776950,1222093.5879348645,6,539141,1804359,556,1
8,Services,1882171,1406215.993415861,38,305459,1201821,352,1
14,Tech Startup,1760381,996206.657203711,7,949733,998034,436,1
14,Transport (Boda Boda),1450899,1016409.8258070352,11,431140,1661405,446,1
8,Tech Startup,637722,284074.451116784,7,531063,1515782,558,1
3,Retail,976945,524373.7568538546,37,651355,1042419,634,1
13,Services,1591130,602747.2775557901,46,714413,539554,408,1
2,Agriculture,384793,161811.17689736892,27,334726,185258,638,0
14,Retail,615792,286149.7641755653,5,290414,753671,469,1
10,Services,1074963,645098.9541674156,28,373254,997597,632,1
5,Agriculture,207708,142090.32459642345,8,28337,937424,566,0
4,Transport (Boda Boda),77450,47257.77730450918,15,817766,1555326,667,0
6,Transport (Boda Boda),913450,393070.91607194406,16,126775,1147793,719,0
3,Retail,1137093,621672.4518088949,11,625407,775992,430,0
2,Services,1665073,917225.9813967264,15,604509,251744,765,1
2,Hospitality,356234,267423.5723324999,35,279052,464526,719,0
2,Services,736932,526686.9050530357,44,222584,285814,695,0
8,Hospitality,935900,516399.22503687866,28,413602,1541573,620,1
3,Services,1398090,510626.06143865245,9,315427,1080934,515,0
10,Manufacturing,153425,70641.85976640128,12,534610,913263,707,1
6,Retail,1582562,1251661.5020555875,19,381640,203594,555,1
1,Transport (Boda Boda),519404,243656.70594533105,29,529279,1588954,751,0
4,Manufacturing,589151,281261.1054855202,26,182922,234918,813,0
3,Tech Startup,738684,440751.9330333045,4,562680,1353631,518,0
5,Retail,1289646,962393.4655367137,3,267729,1016634,817,1
11,Manufacturing,1282379,843721.7347153627,17,384509,824957,725,1
2,Hospitality,541626,318308.6452997192,35,843595,1311999,495,0
9,Hospitality,1012179,654180.7473458053,4,633766,105700,791,1
2,Hospitality,1933743,1005998.7891271472,43,582112,288344,528,1
10,Manufacturing,428336,299610.8616793038,49,600715,1052680,811,1
13,Agriculture,1041815,825857.3509682587,31,477388,1889845,837,1
6,Tech Startup,641445,282498.4621799151,10,586834,1930482,837,1
7,Retail,1104964,404740.63171400444,44,866275,315853,541,1
3,Hospitality,811526,488702.10620349797,27,531760,1817666,591,0
10,Transport (Boda Boda),1489740,499144.6813065574,4,809547,1091616,613,1
9,Manufacturing,1115659,753060.5187473639,15,127987,838449,427,0
13,Retail,251560,167063.78949927748,4,922170,1318965,720,1
12,Manufacturing,1108599,651068.1347627722,20,167696,738178,704,1
1,Hospitality,387253,146851.5944444956,27,995034,599229,557,0
4,Hospitality,511564,242133.39430531822,32,965626,718949,774,1
7,Manufacturing,1181360,731132.2757114901,16,68743,1612044,652,1
10,Hospitality,1679873,531564.5028848294,14,744770,1945606,739,1
9,Hospitality,1836278,1231970.7627010487,47,753285,1934193,776,1
7,Services,1404909,1028287.4458989897,31,198482,1675055,489,1
6,Retail,724347,227015.34700391826,42,363688,196874,467,0
7,Hospitality,500405,178268.77028992865,2,305532,1788536,574,0
9,Tech Startup,1008033,661287.3585114446,19,817679,693933,449,1
14,Tech Startup,1177235,471965.0532283467,45,923957,1740305,729,1
1,Manufacturing,933358,680454.4166678645,22,904487,1771894,468,0
11,Hospitality,324707,203184.31930848016,7,769155,236955,646,1
11,Retail,1985776,1334521.3439865848,26,868894,448024,667,1
8,Services,462878,240230.44684427985,16,36241,444414,377,0
8,Hospitality,1631503,728801.2899646865,16,126164,911376,566,1
14,Transport (Boda Boda),1647850,620412.0535388149,32,74229,1011335,560,1
3,Transport (Boda Boda),716731,227322.5738550198,30,588103,1805235,760,1
11,Hospitality,1377848,893211.1804529952,33,70500,102340,498,1
7,Tech Startup,1666149,570000.7811432106,40,647693,458092,776,1
7,Tech Startup,1170985,643785.3955837282,4,940555,573049,305,1
14,Agriculture,1244438,776579.7582907522,1,488594,397328,312,1
8,Manufacturing,64561,44615.903131361825,23,170097,1132355,532,0
6,Transport (Boda Boda),137715,50350.32211700477,36,903448,1754733,582,0
11,Retail,793732,285116.747152254,24,346653,202157,415,0
13,Manufacturing,306195,142530.10879070326,35,707622,1832826,469,1
4,Transport (Boda Boda),1486536,1154455.7725622721,24,252565,809950,400,0
13,Retail,1996014,669322.1697005861,8,646203,1954568,328,1
3,Agriculture,201214,79634.87495854188,37,117129,186949,780,0
9,Agriculture,368472,206503.65168613067,4,160756,1951508,386,0
7,Retail,1716438,1268014.572811383,8,76752,510160,417,1
2,Agriculture,229803,166048.00978259314,14,237039,289185,546,0
10,Retail,307136,229257.25247752195,45,55448,1692767,691,0
3,Transport (Boda Boda),1704180,1340573.2115301716,11,489660,1961595,551,1
11,Tech Startup,1589429,964463.9824230485,18,129213,1760313,531,1
6,Manufacturing,1849341,815309.3421905537,45,813038,697404,332,1
5,Retail,1229915,710078.2193051566,13,16833,165256,726,1
13,Services,216382,130656.4698514419,22,22254,280684,842,1
14,Retail,438761,215951.51164743875,39,449582,303442,737,1
8,Tech Startup,1579198,1188774.9185071131,48,613505,1556325,688,1
7,Hospitality,710395,343487.0560028482,32,808537,524882,724,1
10,Services,1147927,426925.3982920236,21,698028,629940,754,1
1,Transport (Boda Boda),116219,72175.31976833733,30,424644,1331943,754,0
11,Hospitality,1830173,1253305.4950818333,42,963360,437194,326,1
14,Services,1536690,761699.8443338971,38,613835,1779222,427,1
8,Services,1988098,1341119.740816504,15,412498,1973003,382,1
7,Services,21722,7493.480385698757,34,952050,1032534,661,1
12,Retail,1962783,948409.5487762429,23,419685,910473,575,1
11,Services,25492,10704.620499001916,37,724162,1089617,659,1
4,Transport (Boda Boda),541323,339153.9916418068,17,906261,851269,800,1
1,Agriculture,262070,191093.0333414809,30,608402,1121897,683,0
11,Hospitality,423731,312990.2146635593,45,676803,1283198,503,1
9,Agriculture,152855,106453.18880177411,22,662342,1461607,395,0
5,Hospitality,1027878,578565.7572222041,38,105364,1090775,839,1
12,Services,1337429,952349.3574235428,36,563672,871619,675,1
9,Tech Startup,398916,133694.22691917952,12,513060,1473460,842,1
14,Services,185375,120550.49547847646,6,187272,1439706,394,0
7,Agriculture,1242509,918574.9213318462,29,385389,316104,789,1
5,Manufacturing,1920541,797192.2107784313,7,586623,1522311,376,1
10,Tech Startup,135517,93972.85412555172,16,450830,844420,766,1
5,Services,305218,95729.74107813217,14,680540,622356,677,0
1,Tech Startup,1046321,432573.7399058804,27,297535,1389451,516,0
9,Hospitality,450349,329092.221651843,20,48731,762788,749,0
4,Tech Startup,1951799,903635.6487693614,37,828245,1064654,806,1
8,Manufacturing,421931,183696.48205371722,43,801215,1326446,649,1
9,Services,1292659,413734.1201805545,30,302114,54718,787,1
10,Services,1672571,951384.0391987339,12,541427,1360705,445,1
13,Retail,589070,258877.21112960135,3,627314,1429854,571,1
6,Manufacturing,1872021,1266081.2041614237,31,175946,1007701,386,1
9,Tech Startup,1270739,700840.5886924942,38,901227,1386338,664,1
13,Retail,304026,109815.83395684509,9,888557,1486397,348,1
5,Manufacturing,180542,73884.144278558,19,333246,1774289,600,0
11,Manufacturing,1588097,753385.7436379684,3,166234,1696470,436,1
